"StartDate","EndDate","Status","IPAddress","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","intro","joaff5","joagg5","joinc5","jonon4","jonon5","jorew4","jorew5","joself4","joself5","josex4","josex5","imgaff1","imgaff2","imgagg1","imgagg2","imginc1","imginc2","imgnon1","imgnon2","imgrew1","imgrew2","imgsex1","imgsex2","vidaff5","vidaff4","vidagg3","vidagg4","vidinc3","vidinc4","vidnon3","vidnon4","vidrew3","vidself3","vidsex2","vidsex3","attention_check","cheerfulness_1","cheerfulness_4","cheerfulness_5","cheerfulness_6","cheerfulness_7","cheerfulness_8","cheerfulness_9","cheerfulness_10","cheerfulness_11","cheerfulness_12","cheerfulness_13","cheerfulness_14","cheerfulness_15","cheerfulness_16","cheerfulness_17","cheerfulness_19","cheerfulness_20","cheerfulness_21","cheerfulness_23","cheerfulness_24","gender","age","techissues","vidaudCHECK","comment"
"2021-01-28 03:08:48","2021-01-28 03:24:31","0","IP1.03704365547802","100","943","1","2021-01-28 03:24:32","ID-0.18113485476502","","","","","52.6280975341796875","1.28619384765625","anonymous","EN","4","1","6","1","5","1","1","5","1","4","4","2","4","3","6","1","5","2","5","7","4","4","3","4","2","1","1","4","4","5","3","4","1","1","3","1","3","2","3","3","3","3","2","3","3","3","3","3","2","4","4","2","3","2","3","3","3","4","49","1","1",""
"2021-01-28 03:14:40","2021-01-28 03:24:32","0","IP-0.440633254447856","100","591","1","2021-01-28 03:24:32","ID-0.410827424823744","","","","","51.52099609375","-3.203704833984375","anonymous","EN","4","3","6","5","1","4","5","1","1","3","5","3","5","3","5","5","2","2","5","2","5","1","4","6","1","5","6","6","1","5","3","5","1","1","7","1","3","3","3","3","2","4","3","4","3","3","3","3","2","2","3","4","3","3","4","4","3","5","36","1","1","well set up study"
"2021-01-28 03:16:03","2021-01-28 03:24:33","0","IP-1.12818376924338","100","510","1","2021-01-28 03:24:34","ID0.247562388393988","","","","","52.193206787109375","0.1425933837890625","anonymous","EN","4","4","1","1","1","1","1","5","1","1","1","1","2","4","3","4","1","5","5","1","1","2","4","1","1","5","2","5","1","1","2","5","1","2","3","1","3","2","2","2","2","2","2","3","2","2","2","2","2","3","3","2","3","2","2","2","2","4","31","1","1",""
"2021-01-28 03:13:35","2021-01-28 03:24:45","0","IP0.351634340739776","100","669","1","2021-01-28 03:24:45","ID1.70409477848253","","","","","54.11669921875","-9.1667022705078125","anonymous","EN","4","1","3","1","1","1","5","2","1","1","4","2","4","1","2","2","3","3","2","2","6","1","3","3","1","5","6","2","5","3","1","4","2","1","2","2","3","3","3","4","4","4","3","3","4","2","3","3","2","4","4","2","3","3","3","2","3","4","43","1","1",""
"2021-01-28 03:15:05","2021-01-28 03:24:53","0","IP1.4651130184288","100","587","1","2021-01-28 03:24:54","ID-0.215972411467801","","","","","53.48089599609375","-2.237396240234375","anonymous","EN","4","1","4","3","2","1","2","1","1","2","2","4","5","4","3","2","4","1","1","6","3","1","4","4","1","2","5","4","4","1","3","6","2","3","5","2","3","2","3","2","3","3","3","3","3","3","3","2","2","2","2","2","2","2","3","3","3","4","47","1","1",""
"2021-01-28 03:14:17","2021-01-28 03:25:19","0","IP0.372954926301767","100","661","1","2021-01-28 03:25:19","ID-0.231698871343408","","","","","52.16949462890625","20.8076019287109375","anonymous","EN","4","1","4","7","2","6","2","1","2","4","6","6","5","7","3","7","1","4","6","1","6","4","3","3","1","3","2","3","7","2","5","3","6","5","1","1","3","3","3","3","4","3","3","3","4","3","4","4","3","4","3","3","3","4","3","4","4","4","23","1","1",""
"2021-01-28 03:10:54","2021-01-28 03:25:21","0","IP0.838396654419673","100","866","1","2021-01-28 03:25:21","ID-1.56069086583365","","","","","51.81640625","-0.3572998046875","anonymous","EN","4","2","1","1","1","1","1","6","1","1","3","6","5","3","1","1","7","5","1","1","1","1","6","3","1","4","2","6","1","1","1","4","1","1","4","1","3","3","4","3","4","4","4","4","4","4","4","4","4","4","4","3","3","4","4","3","4","4","28","1","1",""
"2021-01-28 03:15:06","2021-01-28 03:25:21","0","IP1.15008407438705","100","615","1","2021-01-28 03:25:22","ID0.567248119525045","","","","","55.9438934326171875","-3.0514984130859375","anonymous","EN","4","5","3","5","1","3","1","5","1","5","3","2","4","5","5","4","2","3","3","1","1","3","5","5","1","4","3","2","2","3","4","3","1","2","1","1","2","3","3","2","3","3","2","3","2","4","3","2","3","3","2","4","3","2","3","3","3","4","52","1","1",""
"2021-01-28 03:14:50","2021-01-28 03:25:22","0","IP0.574176491950698","100","632","1","2021-01-28 03:25:23","ID1.65872685477952","","","","","53.6819000244140625","-6.23919677734375","anonymous","EN","4","1","5","2","1","1","1","1","1","1","1","1","2","3","3","1","2","1","1","1","3","3","3","2","1","5","1","6","2","1","4","2","1","1","4","1","3","3","3","3","3","4","3","4","4","3","4","3","3","4","4","3","2","3","4","4","3","4","35","1","1",""
"2021-01-28 03:15:21","2021-01-28 03:25:26","0","IP-1.22080803468017","100","604","1","2021-01-28 03:25:26","ID0.557778840338918","","","","","53.4113006591796875","-2.9759063720703125","anonymous","EN","4","1","6","3","1","2","1","1","1","4","5","2","4","2","4","1","5","2","5","1","5","5","5","5","2","5","5","5","4","4","5","6","2","4","5","1","3","3","4","3","3","3","4","4","4","3","4","4","3","4","4","3","4","3","3","4","3","4","28","1","1",""
"2021-01-28 03:12:08","2021-01-28 03:25:29","0","IP0.460728616212309","100","800","1","2021-01-28 03:25:29","ID0.829381325315021","","","","","53.333099365234375","-6.2489013671875","anonymous","EN","4","2","3","2","1","2","6","2","1","1","5","2","5","3","2","1","4","2","1","4","2","3","3","1","1","3","2","2","1","2","2","3","2","1","5","1","3","2","4","3","2","3","3","3","4","3","4","3","3","3","3","3","2","3","2","4","3","4","33","1","1",""
"2021-01-28 03:08:37","2021-01-28 03:25:33","0","IP-0.365512367940254","100","1015","1","2021-01-28 03:25:33","ID-0.0983756794292626","","","","","53.2718963623046875","-9.0489044189453125","anonymous","EN","4","2","4","2","2","5","5","3","4","4","3","5","3","6","5","5","5","4","6","2","3","5","4","5","4","5","5","5","7","4","5","4","5","5","4","2","3","2","3","3","2","2","3","3","4","3","3","3","3","3","4","3","3","3","4","3","3","4","18","1","1",""
"2021-01-28 03:16:12","2021-01-28 03:25:35","0","IP-0.295949051260002","100","562","1","2021-01-28 03:25:35","ID-0.0108229208881847","","","","","53.45159912109375","-2.914703369140625","anonymous","EN","4","4","1","5","1","3","4","2","1","1","6","6","2","6","3","5","2","5","2","1","3","1","6","7","1","6","7","4","5","4","2","2","1","2","6","2","1","2","2","2","2","3","3","3","3","2","3","2","2","2","3","3","3","2","2","2","3","4","47","1","1",""
"2021-01-28 03:14:58","2021-01-28 03:25:46","0","IP-0.254413155995429","100","648","1","2021-01-28 03:25:46","ID1.73521613710624","","","","","-33.91400146484375","18.41290283203125","anonymous","EN","4","4","3","6","6","2","5","5","1","1","6","6","3","2","6","1","6","1","7","3","5","3","4","2","2","5","4","5","5","6","4","3","2","5","5","1","3","2","3","2","2","3","3","3","4","3","3","3","4","3","4","2","3","2","4","4","3","5","21","1","1",""
"2021-01-28 03:15:23","2021-01-28 03:25:47","0","IP2.40618003117012","100","623","1","2021-01-28 03:25:48","ID-0.051948159816639","","","","","51.4766998291015625","-2.5572052001953125","anonymous","EN","4","1","1","3","1","2","1","2","1","5","1","3","1","1","2","1","1","1","6","4","2","5","5","1","1","2","1","1","1","1","5","2","1","1","2","1","3","2","2","3","3","4","2","3","3","3","3","2","2","3","3","2","2","2","3","4","2","4","26","1","1",""
"2021-01-28 03:05:45","2021-01-28 03:25:52","0","IP0.357645888346159","100","1207","1","2021-01-28 03:25:53","ID0.0971989120403768","","","","","51.556793212890625","0.2165985107421875","anonymous","EN","4","7","5","4","5","4","7","7","3","1","7","7","7","3","7","1","4","4","7","7","1","1","4","6","6","7","1","6","6","1","7","5","6","4","7","1","3","4","4","4","4","4","4","4","4","3","4","4","4","4","4","3","3","4","4","4","4","4","35","1","1",""
"2021-01-28 03:14:48","2021-01-28 03:25:55","0","IP0.658361083683592","100","667","1","2021-01-28 03:25:55","ID-0.250068264220279","","","","","50.755401611328125","-1.5666046142578125","anonymous","EN","4","2","2","2","1","2","2","4","1","5","7","4","6","6","5","3","5","6","5","2","2","1","3","3","1","2","1","2","4","3","2","1","1","2","2","1","3","2","3","2","3","3","3","3","2","2","4","3","3","3","3","3","3","3","3","3","3","4","61","1","1","None thanks"
"2021-01-28 03:09:42","2021-01-28 03:26:03","0","IP-2.51021188322626","100","980","1","2021-01-28 03:26:03","ID-1.4053369636168","","","","","50.82940673828125","-0.4835968017578125","anonymous","EN","4","5","6","6","1","6","4","5","4","5","5","6","5","2","7","1","6","5","1","4","2","5","6","5","5","5","5","6","5","5","6","2","1","4","2","1","3","2","3","3","3","4","3","4","4","4","3","2","2","3","4","3","3","2","4","1","3","4","66","1","1",""
"2021-01-28 03:17:30","2021-01-28 03:26:14","0","IP1.18312893776836","100","524","1","2021-01-28 03:26:14","ID1.04859451882859","","","","","53.333099365234375","-6.2489013671875","anonymous","EN","4","2","5","2","3","4","1","2","2","4","4","5","4","2","3","5","2","3","4","1","6","2","3","5","2","2","5","5","2","2","5","1","2","1","3","1","1","1","2","2","2","2","2","3","3","2","3","2","2","2","3","2","2","2","3","2","3","5","27","1","1",""
"2021-01-28 03:08:48","2021-01-28 03:26:16","0","IP-0.139518498402013","100","1047","1","2021-01-28 03:26:16","ID0.401692685441477","","","","","51.77679443359375","-0.2843017578125","anonymous","EN","4","5","5","3","3","7","5","5","2","5","5","3","5","7","6","5","3","7","3","3","6","5","6","6","3","7","6","7","5","7","5","4","5","3","7","1","3","3","3","3","3","3","2","3","3","3","3","3","3","3","3","2","3","3","3","3","3","4","61","1","1",""
"2021-01-28 03:18:32","2021-01-28 03:26:22","0","IP0.842762395125456","100","470","1","2021-01-28 03:26:23","ID-1.54557402854283","","","","","51.524505615234375","-0.1566925048828125","anonymous","EN","4","1","2","3","3","1","1","4","1","2","3","1","3","2","2","4","7","2","6","1","5","4","5","1","1","3","1","1","2","1","1","5","1","3","5","1","3","2","4","3","4","4","3","4","4","3","4","3","4","3","2","2","3","3","3","3","3","4","24","1","1",""
"2021-01-28 03:16:28","2021-01-28 03:26:24","0","IP1.66352095904955","100","596","1","2021-01-28 03:26:25","ID1.2666641234645","","","","","51.4720001220703125","-0.22039794921875","anonymous","EN","4","1","2","2","1","1","1","5","2","1","5","2","5","1","6","2","6","2","2","5","1","4","1","3","1","5","1","4","2","5","1","2","3","2","6","1","3","2","3","3","2","3","3","3","3","3","3","3","3","3","3","3","3","3","4","3","3","4","30","1","1",""
"2021-01-28 03:14:00","2021-01-28 03:26:37","0","IP0.921566527246955","100","757","1","2021-01-28 03:26:38","ID0.995188568420113","","","","","50.7519073486328125","-1.87060546875","anonymous","EN","4","1","5","5","1","1","1","5","1","2","6","1","1","5","5","1","6","5","1","1","6","1","5","5","1","2","2","4","2","2","5","1","1","1","3","1","3","3","3","3","3","3","2","4","3","3","3","3","3","3","3","3","3","3","3","4","3","4","33","1","1","Some of these clips were not my sort of humour. I have more of a dry sense of humour"
"2021-01-28 03:16:44","2021-01-28 03:26:43","0","IP1.67084972341409","100","599","1","2021-01-28 03:26:43","ID-0.980462193752757","","","","","50.7519073486328125","-1.87060546875","anonymous","EN","4","4","6","2","3","3","5","6","3","2","4","4","5","6","6","3","2","5","2","2","2","4","5","5","1","2","3","6","3","3","3","6","1","3","4","1","3","3","3","3","4","3","4","3","3","3","3","3","4","3","3","4","3","3","4","3","3","4","47","1","1",""
"2021-01-28 03:18:12","2021-01-28 03:26:43","0","IP0.141245974385738","100","511","1","2021-01-28 03:26:44","ID1.1770402566044","","","","","51.9053955078125","-0.293701171875","anonymous","EN","4","1","1","4","1","1","6","1","1","1","1","5","5","2","5","1","5","4","7","7","5","6","5","5","1","1","1","1","1","3","2","3","2","3","7","3","3","2","3","3","2","3","3","4","3","3","3","3","3","3","4","3","3","3","2","3","3","4","36","1","1",""
"2021-01-28 03:15:05","2021-01-28 03:26:46","0","IP0.811220175624677","100","700","1","2021-01-28 03:26:46","ID-1.52335186302548","","","","","51.42120361328125","-0.2855072021484375","anonymous","EN","4","1","1","2","1","1","2","1","1","1","1","5","1","1","2","3","2","1","2","1","1","3","4","1","1","5","1","4","1","1","1","1","2","1","6","1","3","2","3","2","4","2","3","3","3","2","2","2","2","3","2","2","3","3","2","3","3","4","30","1","1",""
"2021-01-28 03:16:40","2021-01-28 03:26:47","0","IP1.0021557924612","100","606","1","2021-01-28 03:26:47","ID0.414209308393788","","","","","54.67840576171875","-5.9694976806640625","anonymous","EN","4","4","6","6","2","2","4","5","5","4","6","4","5","4","5","1","6","2","6","1","3","1","4","5","5","5","6","6","2","5","3","2","1","2","4","2","3","3","4","3","4","3","4","4","3","4","4","2","3","4","3","3","4","4","3","3","3","5","23","1","1",""
"2021-01-28 03:17:12","2021-01-28 03:26:51","0","IP0.54184644960025","100","579","1","2021-01-28 03:26:51","ID0.634259199221393","","","","","50.7017974853515625","-3.534698486328125","anonymous","EN","4","1","5","3","1","1","2","2","1","1","5","5","1","5","2","1","1","1","1","1","1","2","2","2","1","1","2","4","4","3","1","1","1","1","3","2","3","3","3","3","3","3","3","3","4","4","4","3","2","4","4","4","3","3","4","3","3","5","41","1","1",""
"2021-01-28 03:17:24","2021-01-28 03:26:57","0","IP0.46480117494279","100","573","1","2021-01-28 03:26:58","ID-1.25146346569045","","","","","55.8047943115234375","-4.07440185546875","anonymous","EN","4","5","6","5","3","6","3","4","2","3","6","6","5","3","5","7","6","4","6","3","3","5","5","3","3","4","2","3","7","2","2","4","4","5","4","3","3","3","3","3","4","4","2","4","4","3","4","3","2","4","4","3","4","4","3","4","4","4","31","1","1",""
"2021-01-28 03:17:16","2021-01-28 03:27:06","0","IP0.270317623824041","100","589","1","2021-01-28 03:27:06","ID-0.357575439472333","","","","","51.26019287109375","-0.5442962646484375","anonymous","EN","4","5","6","2","1","2","6","6","1","2","4","6","1","5","5","1","2","5","5","5","1","1","5","6","1","5","5","5","2","2","1","2","5","3","1","3","3","3","3","3","3","2","3","3","3","2","3","3","3","4","3","3","2","3","3","3","3","4","35","1","1",""
"2021-01-28 03:07:41","2021-01-28 03:27:25","0","IP1.00468376368234","100","1184","1","2021-01-28 03:27:25","ID-0.65297797969334","","","","","35.691802978515625","139.7001953125","anonymous","EN","4","1","2","3","4","3","1","1","1","3","4","4","6","5","2","1","5","2","1","7","5","6","6","5","4","4","7","7","2","2","5","6","4","6","6","5","2","3","3","2","2","3","3","3","3","4","3","3","1","4","2","1","2","4","4","4","3","5","30","1","1",""
"2021-01-28 03:14:34","2021-01-28 03:27:29","0","IP0.724801751085924","100","774","1","2021-01-28 03:27:30","ID-1.61447874827204","","","","","51.268707275390625","0.5782928466796875","anonymous","EN","4","5","6","5","3","2","2","7","1","2","3","7","7","7","7","6","3","6","6","1","1","7","7","4","4","7","4","6","2","4","3","6","2","7","6","2","3","3","3","3","4","3","3","3","3","3","4","3","3","3","4","2","3","3","4","3","3","4","33","1","1",""
"2021-01-28 03:15:52","2021-01-28 03:27:31","0","IP0.794045462616823","100","698","1","2021-01-28 03:27:31","ID-0.749704595892383","","","","","53.4174041748046875","-2.7093048095703125","anonymous","EN","4","1","1","1","1","1","1","1","1","1","1","1","3","1","1","1","1","3","7","1","1","5","1","1","1","4","7","1","4","1","1","3","1","1","7","1","3","3","3","4","4","4","3","4","4","3","4","3","3","4","4","3","4","4","4","4","3","4","25","1","1",""
"2021-01-28 03:15:34","2021-01-28 03:27:40","0","IP0.873604711347863","100","725","1","2021-01-28 03:27:40","ID0.685118271963422","","","","","52.9817047119140625","-2.1376953125","anonymous","EN","4","2","5","5","2","4","1","3","1","2","3","6","6","2","6","2","1","1","2","1","5","5","3","2","2","5","2","6","1","2","2","1","1","5","5","4","3","3","2","3","3","2","2","2","3","3","3","2","3","3","3","3","2","2","3","2","3","5","30","1","1",""
"2021-01-28 03:11:17","2021-01-28 03:27:46","0","IP1.46084429542711","100","989","1","2021-01-28 03:27:47","ID1.75571639266317","","","","","53.8365936279296875","-1.6360015869140625","anonymous","EN","4","1","2","1","1","1","1","1","1","1","1","2","3","1","5","1","2","1","1","1","6","7","5","4","1","5","5","3","2","5","3","5","1","1","4","3","","1","2","3","2","1","1","2","3","3","3","1","2","3","3","2","1","1","4","3","1","4","32","1","1",""
"2021-01-28 03:17:55","2021-01-28 03:27:49","0","IP1.01506307657234","100","593","1","2021-01-28 03:27:50","ID-2.00458513996087","","","","","51.49639892578125","-0.122406005859375","anonymous","EN","4","2","4","6","1","6","2","1","6","4","3","6","5","6","5","3","3","6","1","1","6","4","6","1","5","5","1","6","1","7","7","2","1","7","7","7","3","3","4","4","4","3","1","1","2","3","2","3","3","3","1","2","1","4","3","1","2","5","39","1","1",""
"2021-01-28 03:16:23","2021-01-28 03:27:56","0","IP-0.354153678149268","100","692","1","2021-01-28 03:27:56","ID0.902504691908757","","","","","53.326995849609375","-1.542694091796875","anonymous","EN","4","2","3","1","1","2","3","2","1","1","1","3","2","2","1","1","2","2","1","1","1","1","3","3","1","1","1","3","1","1","1","1","1","1","3","1","3","2","2","2","3","3","2","3","3","3","3","2","3","3","3","2","2","2","3","2","2","4","55","1","1","Jokes were mainly crass or offensive to someone. Not clever or witty"
"2021-01-28 03:17:19","2021-01-28 03:28:01","0","IP0.652293177493082","100","642","1","2021-01-28 03:28:02","ID1.20846142232778","","","","","52.3069000244140625","-0.5946044921875","anonymous","EN","4","2","3","2","2","2","2","5","1","1","3","3","4","5","1","1","3","2","2","1","1","6","4","1","1","1","1","1","1","1","1","1","2","1","1","1","","2","2","2","2","3","2","3","4","3","3","2","3","4","4","2","1","2","3","2","2","5","64","3","3","A lot of the videos would not play. I just put not funny for all of those. Very frustrating😞"
"2021-01-28 03:14:57","2021-01-28 03:28:05","0","IP-0.326818317781732","100","787","1","2021-01-28 03:28:05","ID-0.877157463555271","","","","","53.1996002197265625","-2.0420989990234375","anonymous","EN","4","1","3","1","1","1","2","1","1","1","1","1","2","3","2","1","1","1","1","1","2","1","2","2","1","1","1","1","1","1","1","2","1","1","3","2","3","3","4","4","4","3","3","3","3","4","4","2","2","3","3","3","3","2","1","2","3","5","70","1","1",""
"2021-01-28 03:14:03","2021-01-28 03:28:07","0","IP-0.834675095084558","100","843","1","2021-01-28 03:28:07","ID1.57293252275804","","","","","56.31280517578125","-3.140899658203125","anonymous","EN","4","4","5","5","2","2","3","3","2","3","4","5","4","4","5","2","3","5","2","1","4","5","5","5","1","3","4","3","2","3","1","1","3","1","2","1","3","3","4","3","3","3","4","4","4","3","3","4","3","3","3","3","3","3","3","3","3","5","53","1","1",""
"2021-01-28 03:15:01","2021-01-28 03:28:07","0","IP-1.09141743929318","100","785","1","2021-01-28 03:28:07","ID-1.36251868724652","","","","","56.479705810546875","-2.8585968017578125","anonymous","EN","4","2","5","5","2","5","2","5","2","2","6","5","5","5","5","5","3","3","5","3","2","2","3","4","2","2","6","2","4","5","5","2","4","5","2","3","3","3","3","3","3","3","3","3","2","3","3","3","2","4","3","2","3","3","2","4","3","5","55","1","1",""
"2021-01-28 03:17:51","2021-01-28 03:28:16","0","IP0.68510550766571","100","625","1","2021-01-28 03:28:17","ID0.333533090837988","","","","","52.9669952392578125","-2.2008056640625","anonymous","EN","4","1","6","1","3","3","1","5","1","1","5","7","5","1","5","1","6","5","2","3","1","6","6","7","3","5","2","7","7","7","2","5","5","5","7","5","3","4","4","4","3","3","4","4","4","3","4","4","3","4","4","3","3","4","4","4","4","4","27","1","1",""
"2021-01-28 03:18:07","2021-01-28 03:28:17","0","IP1.14972355820423","100","609","1","2021-01-28 03:28:17","ID1.84147550904054","","","","","53.822601318359375","-1.5679931640625","anonymous","EN","4","4","5","7","1","1","5","3","7","7","6","7","7","6","7","1","1","1","6","5","4","1","5","6","1","6","6","6","2","5","6","3","1","5","3","6","3","2","2","3","3","3","2","3","4","3","4","2","3","3","3","3","2","2","3","3","2","5","21","1","1",""
"2021-01-28 03:17:24","2021-01-28 03:28:29","0","IP0.012387405285424","100","664","1","2021-01-28 03:28:30","ID-0.204527108817181","","","","","-26.23089599609375","28.0583038330078125","anonymous","EN","4","1","5","5","1","6","4","2","2","3","6","3","7","3","1","1","4","4","1","5","4","7","7","5","3","7","4","6","3","4","6","7","6","7","2","3","3","3","3","4","2","3","2","4","4","4","4","2","4","4","3","4","3","3","4","4","2","4","20","1","1",""
"2021-01-28 03:19:28","2021-01-28 03:28:35","0","IP1.99928821825955","100","546","1","2021-01-28 03:28:35","ID2.01086045179513","","","","","52.0337982177734375","1.0950927734375","anonymous","EN","4","5","5","5","1","1","1","1","1","1","1","3","5","2","2","1","1","4","6","1","2","5","5","3","1","5","1","4","1","3","1","4","2","3","1","1","3","4","4","3","4","4","4","4","4","4","4","4","2","4","4","3","4","4","4","3","4","4","24","1","1",""
"2021-01-28 03:19:02","2021-01-28 03:28:37","0","IP-1.7002843643459","100","575","1","2021-01-28 03:28:38","ID0.536702335891831","","","","","53.1092987060546875","-1.989593505859375","anonymous","EN","4","1","2","2","1","1","1","3","3","1","3","1","1","1","3","2","2","1","7","7","1","1","1","1","4","3","4","5","1","2","3","3","2","5","7","4","3","4","3","4","3","3","4","3","4","3","4","3","2","3","4","4","2","2","4","4","3","5","18","1","1","
it all went smooth thank you  :) "
"2021-01-28 03:15:20","2021-01-28 03:28:38","0","IP-1.56162982143516","100","797","1","2021-01-28 03:28:38","ID0.273004901024862","","","","","51.5359954833984375","-0.092498779296875","anonymous","EN","4","1","1","3","1","1","3","2","3","1","1","6","3","1","1","1","2","2","1","1","5","1","4","4","2","3","4","1","1","1","2","1","1","3","6","2","3","3","3","3","3","2","3","3","4","3","3","3","3","2","3","2","2","3","3","3","2","4","40","1","1",""
"2021-01-28 03:15:33","2021-01-28 03:28:43","0","IP-1.59615688325143","100","790","1","2021-01-28 03:28:43","ID0.984974042106579","","","","","52.0276031494140625","-0.731201171875","anonymous","EN","4","1","7","3","1","4","1","5","1","1","6","5","5","5","5","3","1","5","4","1","1","1","5","4","1","5","1","5","3","6","3","1","1","1","6","1","3","2","3","3","2","3","2","3","3","3","3","2","2","3","3","3","2","2","3","2","2","5","62","1","1",""
"2021-01-28 03:18:00","2021-01-28 03:28:45","0","IP0.250104904111728","100","644","1","2021-01-28 03:28:45","ID0.489718561996422","","","","","51.4405975341796875","-0.14239501953125","anonymous","EN","4","3","1","1","1","1","1","1","3","5","1","7","1","3","6","7","2","2","6","1","1","1","5","7","1","6","3","7","2","1","6","7","4","7","7","1","2","4","4","4","4","4","3","4","4","3","4","4","2","4","4","3","4","4","4","4","4","4","21","1","1",""
"2021-01-28 03:15:33","2021-01-28 03:28:47","0","IP1.51419718485391","100","793","1","2021-01-28 03:28:47","ID-0.380507866772889","","","","","50.912994384765625","0.346405029296875","anonymous","EN","4","1","1","2","3","5","4","2","1","1","4","4","2","4","3","1","5","1","5","1","3","3","2","1","4","5","1","3","2","1","3","3","1","2","5","2","3","1","3","3","2","3","3","2","3","3","3","2","2","3","2","2","2","2","2","2","3","4","27","2","1","The audio on a couple of the shorter/tiktok videos was slightly scrambled/delayed? This included the one before the attention check so I gave it my best guess. The other audios on the videos worked fine."
"2021-01-28 03:21:28","2021-01-28 03:28:49","0","IP-0.967059059960959","100","441","1","2021-01-28 03:28:50","ID1.34594609616929","","","","","53.3553009033203125","-1.56329345703125","anonymous","EN","4","1","2","5","1","1","1","1","5","2","5","5","1","1","2","2","1","4","4","5","1","7","1","1","2","3","3","3","1","4","3","5","1","2","5","3","2","3","3","3","3","3","3","4","3","3","4","3","3","3","3","3","4","3","3","3","3","5","18","1","1",""
"2021-01-28 03:17:40","2021-01-28 03:28:50","0","IP-0.260051845423787","100","669","1","2021-01-28 03:28:50","ID0.767683162653601","","","","","55.002105712890625","-1.628692626953125","anonymous","EN","4","4","5","5","2","4","4","5","1","4","4","4","5","5","5","3","6","3","3","1","5","5","5","4","3","5","2","5","5","6","3","5","4","2","5","2","3","2","2","4","2","3","2","3","3","4","4","2","2","3","4","3","3","2","4","3","2","4","42","1","1",""
"2021-01-28 03:17:43","2021-01-28 03:28:54","0","IP1.05180456098258","100","670","1","2021-01-28 03:28:54","ID2.22845039847175","","","","","53.43670654296875","-2.9651947021484375","anonymous","EN","4","2","1","2","2","2","3","4","2","6","6","1","6","5","3","4","6","2","6","1","6","5","3","6","2","3","4","5","6","1","1","6","2","7","6","7","3","4","3","3","2","4","3","4","4","3","3","2","2","3","4","4","2","3","3","3","4","4","27","1","1",""
"2021-01-28 03:13:00","2021-01-28 03:28:57","0","IP1.76658059739863","100","957","1","2021-01-28 03:28:58","ID-1.51509178663754","","","","","52.979095458984375","-0.0269012451171875","anonymous","EN","4","2","6","6","1","5","3","3","2","5","6","5","6","5","6","4","2","2","2","2","5","5","5","4","5","5","4","6","5","6","1","3","2","1","5","5","3","3","4","2","3","3","3","3","3","3","3","2","3","3","4","3","3","3","4","4","4","4","60","1","1",""
"2021-01-28 03:20:36","2021-01-28 03:28:58","0","IP0.243009134168009","100","502","1","2021-01-28 03:28:58","ID-1.09043385499167","","","","","51.4535064697265625","-2.591705322265625","anonymous","EN","4","2","1","1","1","2","1","2","1","2","3","2","2","2","2","1","3","2","2","1","2","2","3","1","1","2","2","1","2","1","1","2","2","2","3","1","3","2","3","2","3","4","3","4","3","3","3","3","4","4","3","2","2","2","3","1","3","4","28","1","1",""
"2021-01-28 03:17:17","2021-01-28 03:28:58","0","IP0.936918761687266","100","700","1","2021-01-28 03:28:59","ID-1.15761064490386","","","","","51.8654937744140625","-1.57110595703125","anonymous","EN","4","2","2","6","1","1","5","2","1","1","5","5","5","2","1","4","1","1","3","1","1","6","3","1","1","1","1","2","1","2","4","1","2","1","1","1","3","3","3","3","3","3","3","3","4","3","3","3","3","3","4","3","3","3","4","3","3","5","53","1","1","Get better jokes "
"2021-01-28 03:20:58","2021-01-28 03:29:03","0","IP-0.736202621796804","100","484","1","2021-01-28 03:29:03","ID0.0662588190181945","","","","","53.6201934814453125","-0.48370361328125","anonymous","EN","4","7","5","7","2","1","4","1","1","2","5","6","4","1","6","3","2","4","3","1","2","5","5","5","2","3","5","3","2","5","3","5","2","2","7","1","3","3","3","4","3","3","4","4","4","3","4","3","2","4","3","2","3","2","4","2","4","4","64","1","1",""
"2021-01-28 03:16:58","2021-01-28 03:29:10","0","IP-1.72260906181692","100","731","1","2021-01-28 03:29:10","ID-0.432235343204193","","","","","-33.888397216796875","151.2117919921875","anonymous","EN","4","1","6","5","5","1","6","5","2","1","4","2","6","4","4","4","6","3","7","5","6","4","5","6","6","5","5","7","4","6","5","5","4","5","5","1","3","2","3","3","2","3","3","4","3","3","4","2","4","3","3","4","3","2","4","4","2","5","35","1","1",""
"2021-01-28 03:19:18","2021-01-28 03:29:14","0","IP0.318584631409805","100","595","1","2021-01-28 03:29:14","ID-0.482584120848299","","","","","51.49639892578125","-0.122406005859375","anonymous","EN","4","1","1","2","1","1","1","2","1","1","1","1","1","2","1","3","1","1","4","3","2","2","1","1","1","1","4","5","2","1","1","1","1","1","2","1","3","2","3","2","1","2","3","2","3","3","3","3","2","3","3","4","2","2","2","3","3","4","41","1","1",""
